cardIdentifier,name,printings_identifier,printings_rarity,printings_set,pitch,typeText,subtypes,types
song-of-sinew-yellow,Song of Sinew (Yellow),SUP134,Super Rare,Super Slam,2,Brute Action,NonAttack,Action
song-of-sweet-nectar-blue,Song of Sweet Nectar (Blue),TCC065,Common,Round The Table,3,Bard Action - Song,NonAttack; Song,Action
song-of-sweet-nectar-blue,Song of Sweet Nectar (Blue),LGS220,Promo,Promos,3,Bard Action - Song,NonAttack; Song,Action
song-of-the-rosen-matador-blue,Song of the Rosen Matador (Blue),TCC066,Common,Round The Table,3,Bard Action - Song,NonAttack; Song,Action
song-of-the-rosen-matador-blue,Song of the Rosen Matador (Blue),LGS218,Promo,Promos,3,Bard Action - Song,NonAttack; Song,Action
song-of-the-shining-knight-blue,Song of the Shining Knight (Blue),TCC067,Common,Round The Table,3,Bard Action - Song,NonAttack; Song,Action
song-of-the-shining-knight-blue,Song of the Shining Knight (Blue),LGS219,Promo,Promos,3,Bard Action - Song,NonAttack; Song,Action
song-of-the-wandering-mind-blue,Song of the Wandering Mind (Blue),TCC068,Common,Round The Table,3,Bard Action - Song,NonAttack; Song,Action
song-of-the-wandering-mind-blue,Song of the Wandering Mind (Blue),LGS221,Promo,Promos,3,Bard Action - Song,NonAttack; Song,Action
song-of-yesteryears-blue,Song of Yesteryears (Blue),TCC069,Common,Round The Table,3,Bard Action - Song,NonAttack; Song,Action
song-of-yesteryears-blue,Song of Yesteryears (Blue),LGS222,Promo,Promos,3,Bard Action - Song,NonAttack; Song,Action
sonic-boom-yellow,Sonic Boom (Yellow),1HP312,Majestic,History Pack 1,2,Wizard Action,NonAttack,Action
sonic-boom-yellow,Sonic Boom (Yellow),ARC119,Majestic,Arcane Rising,2,Wizard Action,NonAttack,Action
soul-bond-belief-red,Soul Bond Belief (Red),PEN186,Common,Compendium Of Rathe,1,Light Action - Attack,Attack,Action
soul-bond-belief-yellow,Soul Bond Belief (Yellow),PEN187,Common,Compendium Of Rathe,2,Light Action - Attack,Attack,Action
soul-bond-belief-blue,Soul Bond Belief (Blue),PEN188,Common,Compendium Of Rathe,3,Light Action - Attack,Attack,Action
soul-butcher-red,Soul Butcher (Red),DTD181,Common,Dusk Till Dawn,1,Shadow Action - Attack,Attack,Action
soul-butcher-yellow,Soul Butcher (Yellow),DTD182,Common,Dusk Till Dawn,2,Shadow Action - Attack,Attack,Action
soul-butcher-blue,Soul Butcher (Blue),DTD183,Common,Dusk Till Dawn,3,Shadow Action - Attack,Attack,Action
soul-cleaver-red,Soul Cleaver (Red),DTD184,Common,Dusk Till Dawn,1,Shadow Action - Attack,Attack,Action
soul-cleaver-yellow,Soul Cleaver (Yellow),DTD185,Common,Dusk Till Dawn,2,Shadow Action - Attack,Attack,Action
soul-cleaver-blue,Soul Cleaver (Blue),DTD186,Common,Dusk Till Dawn,3,Shadow Action - Attack,Attack,Action
soul-food-yellow,Soul Food (Yellow),MON064,Majestic,Monarch,2,Light Action,NonAttack,Action
soul-harvest-blue,Soul Harvest (Blue),MON198,Rare,Monarch,3,Shadow Action - Attack,Attack,Action
soul-harvest-blue,Soul Harvest (Blue),LEV008,Rare,Levia Blitz Deck,3,Shadow Action - Attack,Attack,Action
soul-reaping-red,Soul Reaping (Red),MON199,Rare,Monarch,1,Shadow Action - Attack,Attack,Action
soul-reaping-red,Soul Reaping (Red),CHN008,Rare,Chane Blitz Deck,1,Shadow Action - Attack,Attack,Action
soul-shackle,Soul Shackle,MON186,Token,Monarch,,Shadow Runeblade Token - Aura,Aura,Token
soul-shackle,Soul Shackle,CHN030,Token,Chane Blitz Deck,,Shadow Runeblade Token - Aura,Aura,Token
soul-shackle,Soul Shackle,FAB120,Promo,Promos,,Shadow Runeblade Token - Aura,Aura,Token
soul-shield-yellow,Soul Shield (Yellow),APR015,Majestic,Armory Deck Legends Prism,2,Light Defense Reaction,,DefenseReaction
soul-shield-yellow,Soul Shield (Yellow),MON063,Majestic,Monarch,2,Light Defense Reaction,,DefenseReaction
soulbead-strike-red,Soulbead Strike (Red),ASR014,Common,Armory Deck Ira,1,Ninja Action - Attack,Attack,Action
soulbead-strike-red,Soulbead Strike (Red),1HP122,Common,History Pack 1,1,Ninja Action - Attack,Attack,Action
soulbead-strike-red,Soulbead Strike (Red),CRU066,Common,Crucible Of War,1,Ninja Action - Attack,Attack,Action
soulbead-strike-yellow,Soulbead Strike (Yellow),1HP123,Common,History Pack 1,2,Ninja Action - Attack,Attack,Action
soulbead-strike-yellow,Soulbead Strike (Yellow),CRU067,Common,Crucible Of War,2,Ninja Action - Attack,Attack,Action
soulbead-strike-blue,Soulbead Strike (Blue),ASR023,Common,Armory Deck Ira,3,Ninja Action - Attack,Attack,Action
soulbead-strike-blue,Soulbead Strike (Blue),BEN025,Common,Benji Blitz Deck,3,Ninja Action - Attack,Attack,Action
soulbead-strike-blue,Soulbead Strike (Blue),1HP124,Common,History Pack 1,3,Ninja Action - Attack,Attack,Action
soulbead-strike-blue,Soulbead Strike (Blue),CRU068,Common,Crucible Of War,3,Ninja Action - Attack,Attack,Action
soulbond-resolve,Soulbond Resolve,DTD047,Legendary,Dusk Till Dawn,,Light Warrior Equipment - Chest,Chest,Equipment
soulbond-resolve,Soulbond Resolve,FAB139,Promo,Promos,,Light Warrior Equipment - Chest,Chest,Equipment
sound-the-alarm-red,Sound the Alarm (Red),HNT226,Rare,The Hunted,1,Generic Action - Attack,Attack,Action
soup-up-red,Soup Up (Red),EVO111,Rare,Bright Lights,1,Mechanologist Action - Attack,Attack,Action
soup-up-red,Soup Up (Red),LGS195,Promo,Promos,1,Mechanologist Action - Attack,Attack,Action
soup-up-yellow,Soup Up (Yellow),EVO112,Rare,Bright Lights,2,Mechanologist Action - Attack,Attack,Action
soup-up-yellow,Soup Up (Yellow),LGS196,Promo,Promos,2,Mechanologist Action - Attack,Attack,Action
soup-up-blue,Soup Up (Blue),EVO113,Rare,Bright Lights,3,Mechanologist Action - Attack,Attack,Action
soup-up-blue,Soup Up (Blue),LGS197,Promo,Promos,3,Mechanologist Action - Attack,Attack,Action
sow-tomorrow-red,Sow Tomorrow (Red),ELE140,Common,Tales Of Aria,1,Earth Action,NonAttack,Action
sow-tomorrow-red,Sow Tomorrow (Red),BRI020,Common,Briar Blitz Deck,1,Earth Action,NonAttack,Action
sow-tomorrow-yellow,Sow Tomorrow (Yellow),ELE141,Common,Tales Of Aria,2,Earth Action,NonAttack,Action
sow-tomorrow-blue,Sow Tomorrow (Blue),ELE142,Common,Tales Of Aria,3,Earth Action,NonAttack,Action
sow-tomorrow-blue,Sow Tomorrow (Blue),BRI025,Common,Briar Blitz Deck,3,Earth Action,NonAttack,Action
sowing-thorns-red,Sowing Thorns (Red),PEN214,Rare,Compendium Of Rathe,1,Earth Wizard Action,NonAttack,Action
spark-of-genius-yellow,Spark of Genius (Yellow),1HP191,Majestic,History Pack 1,2,Mechanologist Action,NonAttack,Action
spark-of-genius-yellow,Spark of Genius (Yellow),ARC009,Super Rare,Arcane Rising,2,Mechanologist Action,NonAttack,Action
spark-spray-red,Spark Spray (Red),AST015,Common,Armory Deck Aurora,1,Lightning Action - Attack,Attack,Action
spark-spray-yellow,Spark Spray (Yellow),AUR022,Common,First Strike Aurora,2,Lightning Action - Attack,Attack,Action
spark-spray-blue,Spark Spray (Blue),AUR025,Common,First Strike Aurora,3,Lightning Action - Attack,Attack,Action
spears-of-surreality-red,Spears of Surreality (Red),DRO019,Common,Dromai Blitz Deck,1,Illusionist Action - Attack,Attack,Action
spears-of-surreality-red,Spears of Surreality (Red),MON101,Common,Monarch,1,Illusionist Action - Attack,Attack,Action
spears-of-surreality-red,Spears of Surreality (Red),TNP016,Promo,Tournament Pack,1,Illusionist Action - Attack,Attack,Action
spears-of-surreality-yellow,Spears of Surreality (Yellow),MON102,Common,Monarch,2,Illusionist Action - Attack,Attack,Action
spears-of-surreality-yellow,Spears of Surreality (Yellow),TNP017,Promo,Tournament Pack,2,Illusionist Action - Attack,Attack,Action
spears-of-surreality-blue,Spears of Surreality (Blue),SEN026,Common,Enigma Silver Age Deck,3,Illusionist Action - Attack,Attack,Action
spears-of-surreality-blue,Spears of Surreality (Blue),MON103,Common,Monarch,3,Illusionist Action - Attack,Attack,Action
spears-of-surreality-blue,Spears of Surreality (Blue),PSM029,Common,Prism Blitz Deck,3,Illusionist Action - Attack,Attack,Action
spears-of-surreality-blue,Spears of Surreality (Blue),TNP018,Promo,Tournament Pack,3,Illusionist Action - Attack,Attack,Action
spectral-manifestations-red,Spectral Manifestations (Red),SEN014,Common,Enigma Silver Age Deck,1,Illusionist Action,NonAttack,Action
spectral-manifestations-red,Spectral Manifestations (Red),MST152,Common,Part The Mistveil,1,Illusionist Action,NonAttack,Action
spectral-manifestations-red,Spectral Manifestations (Red),ENG008,Common,Enigma Blitz Deck,1,Illusionist Action,NonAttack,Action
spectral-manifestations-yellow,Spectral Manifestations (Yellow),MST153,Common,Part The Mistveil,2,Illusionist Action,NonAttack,Action
spectral-manifestations-blue,Spectral Manifestations (Blue),MST154,Common,Part The Mistveil,3,Illusionist Action,NonAttack,Action
spectral-procession-red,Spectral Procession (Red),DYN216,Majestic,Dynasty,1,Illusionist Action - Attack,Attack,Action
spectral-prowler-red,Spectral Prowler (Red),DYN224,Common,Dynasty,1,Illusionist Action - Attack,Attack,Action
spectral-prowler-yellow,Spectral Prowler (Yellow),DYN225,Common,Dynasty,2,Illusionist Action - Attack,Attack,Action
spectral-prowler-blue,Spectral Prowler (Blue),DYN226,Common,Dynasty,3,Illusionist Action - Attack,Attack,Action
spectral-rider-red,Spectral Rider (Red),DYN227,Common,Dynasty,1,Illusionist Action - Attack,Attack,Action
spectral-rider-yellow,Spectral Rider (Yellow),DYN228,Common,Dynasty,2,Illusionist Action - Attack,Attack,Action
spectral-rider-blue,Spectral Rider (Blue),SEN027,Common,Enigma Silver Age Deck,3,Illusionist Action - Attack,Attack,Action
spectral-rider-blue,Spectral Rider (Blue),DYN229,Common,Dynasty,3,Illusionist Action - Attack,Attack,Action
spectral-shield,Spectral Shield,SEN037,Basic,Enigma Silver Age Deck,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,APR028,Basic,Armory Deck Legends Prism,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,MST158,Token,Part The Mistveil,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,ENG029,Token,Enigma Blitz Deck,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,DTD220,Common,Dusk Till Dawn,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,DYN233,Common,Dynasty,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,EVR153,Common,Everfest,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,MON104,Token,Monarch,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,PSM030,Token,Prism Blitz Deck,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,FAB082,Promo,Promos,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,FAB285,Promo,Promos,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,FAB286,Promo,Promos,,Illusionist Token - Aura,Aura,Token
spectral-shield,Spectral Shield,FAB287,Promo,Promos,,Illusionist Token - Aura,Aura,Token
speed-demon-red,Speed Demon (Red),PEN065,Rare,Compendium Of Rathe,1,Mechanologist Action - Attack,Attack,Action
speed-demon-red,Speed Demon (Red),GEM166,Promo,GEM,1,Mechanologist Action - Attack,Attack,Action
spell-fray-cloak,Spell Fray Cloak,DYN237,Rare,Dynasty,,Generic Equipment - Chest,Chest,Equipment
spell-fray-cloak,Spell Fray Cloak,LEV005,Rare,Levia Blitz Deck,,Generic Equipment - Chest,Chest,Equipment
spell-fray-cloak,Spell Fray Cloak,BOL006,Rare,Boltyn Blitz Deck,,Generic Equipment - Chest,Chest,Equipment
spell-fray-gloves,Spell Fray Gloves,DYN238,Rare,Dynasty,,Generic Equipment - Arms,Arms,Equipment
spell-fray-gloves,Spell Fray Gloves,CHN006,Rare,Chane Blitz Deck,,Generic Equipment - Arms,Arms,Equipment
spell-fray-leggings,Spell Fray Leggings,TER030,Rare,First Strike Terra,,Generic Equipment - Legs,Legs,Equipment
spell-fray-leggings,Spell Fray Leggings,AUR029,Rare,First Strike Aurora,,Generic Equipment - Legs,Legs,Equipment
spell-fray-leggings,Spell Fray Leggings,DYN239,Rare,Dynasty,,Generic Equipment - Legs,Legs,Equipment
spell-fray-leggings,Spell Fray Leggings,PSM007,Rare,Prism Blitz Deck,,Generic Equipment - Legs,Legs,Equipment
spell-fray-tiara,Spell Fray Tiara,TER029,Rare,First Strike Terra,,Generic Equipment - Head,Head,Equipment
spell-fray-tiara,Spell Fray Tiara,AUR028,Rare,First Strike Aurora,,Generic Equipment - Head,Head,Equipment
spell-fray-tiara,Spell Fray Tiara,DYN236,Rare,Dynasty,,Generic Equipment - Head,Head,Equipment
spellbane-aegis,Spellbane Aegis,DTD235,Common,Dusk Till Dawn,,Generic Token - Aura,Aura,Token
spellbane-aegis,Spellbane Aegis,DYN246,Common,Dynasty,,Generic Token - Aura,Aura,Token
spellbane-aegis,Spellbane Aegis,FAB155,Promo,Promos,,Generic Token - Aura,Aura,Token
spellbane-sigil-blue,Spellbane Sigil (Blue),OMN201,Common,Omens Of The Third Age,3,Lightning Instant - Aura,Aura,Instant
spellbane-sigil-blue,Spellbane Sigil (Blue),OMN201,Marvel,Omens Of The Third Age,3,Lightning Instant - Aura,Aura,Instant
spellbane-trap-red,Spellbane Trap (Red),PEN089,Common,Compendium Of Rathe,1,Ranger Action - Trap,NonAttack; Trap,Action
spellbane-trap-yellow,Spellbane Trap (Yellow),PEN090,Common,Compendium Of Rathe,2,Ranger Action - Trap,NonAttack; Trap,Action
spellbane-trap-blue,Spellbane Trap (Blue),PEN091,Common,Compendium Of Rathe,3,Ranger Action - Trap,NonAttack; Trap,Action
spellblade-assault-red,Spellblade Assault (Red),SVI017,Rare,Viserai Silver Age Deck,1,Runeblade Action - Attack,Attack,Action
spellblade-assault-red,Spellblade Assault (Red),1HP270,Rare,History Pack 1,1,Runeblade Action - Attack,Attack,Action
spellblade-assault-red,Spellblade Assault (Red),ARC085,Rare,Arcane Rising,1,Runeblade Action - Attack,Attack,Action
spellblade-assault-yellow,Spellblade Assault (Yellow),1HP271,Rare,History Pack 1,2,Runeblade Action - Attack,Attack,Action
spellblade-assault-yellow,Spellblade Assault (Yellow),ARC086,Rare,Arcane Rising,2,Runeblade Action - Attack,Attack,Action
spellblade-assault-blue,Spellblade Assault (Blue),SVI027,Rare,Viserai Silver Age Deck,3,Runeblade Action - Attack,Attack,Action
spellblade-assault-blue,Spellblade Assault (Blue),1HP272,Rare,History Pack 1,3,Runeblade Action - Attack,Attack,Action
spellblade-assault-blue,Spellblade Assault (Blue),ARC087,Rare,Arcane Rising,3,Runeblade Action - Attack,Attack,Action
spellblade-strike-red,Spellblade Strike (Red),ARC103,Common,Arcane Rising,1,Runeblade Action - Attack,Attack,Action
spellblade-strike-yellow,Spellblade Strike (Yellow),ARC104,Common,Arcane Rising,2,Runeblade Action - Attack,Attack,Action
spellblade-strike-blue,Spellblade Strike (Blue),ARC105,Common,Arcane Rising,3,Runeblade Action - Attack,Attack,Action
spellbound-creepers,Spellbound Creepers,ELE224,Legendary,Tales Of Aria,,Runeblade Equipment - Legs,Legs,Equipment
spellbound-creepers,Spellbound Creepers,FAB051,Promo,Promos,,Runeblade Equipment - Legs,Legs,Equipment
spellbound-creepers,Spellbound Creepers,CON004,Marvel,Promos,,Runeblade Equipment - Legs,Legs,Equipment
spellfire-cloak,Spellfire Cloak,SBZ004,Common,Blaze Silver Age Deck,,Wizard Equipment - Chest,Chest,Equipment
spellfire-cloak,Spellfire Cloak,SIY005,Common,Iyslander Silver Age Deck,,Wizard Equipment - Chest,Chest,Equipment
spellfire-cloak,Spellfire Cloak,UPR167,Common,Uprising,,Wizard Equipment - Chest,Chest,Equipment
spew-obscenities-yellow,Spew Obscenities (Yellow),SUP078,Rare,Super Slam,2,Reviled Guardian Action - Attack,Attack,Action
spew-obscenities-yellow,Spew Obscenities (Yellow),LGS421,Promo,Promos,2,Reviled Guardian Action - Attack,Attack,Action
spew-shadow-red,Spew Shadow (Red),MON212,Common,Monarch,1,Shadow Action,NonAttack,Action
spew-shadow-yellow,Spew Shadow (Yellow),MON213,Common,Monarch,2,Shadow Action,NonAttack,Action
spew-shadow-yellow,Spew Shadow (Yellow),CHN024,Common,Chane Blitz Deck,2,Shadow Action,NonAttack,Action
spew-shadow-blue,Spew Shadow (Blue),MON214,Common,Monarch,3,Shadow Action,NonAttack,Action
spiders-bite,Spider's Bite,AAC003,Rare,Armory Deck Arakni,,Assassin Weapon - Dagger (1H),OneHanded; Dagger,Weapon
spiders-bite,Spider's Bite,ARK002,Rare,Arakni Blitz Deck ARK,,Assassin Weapon - Dagger (1H),OneHanded; Dagger,Weapon
spiders-bite,Spider's Bite,OUT004,Token,Outsiders,,Assassin Weapon - Dagger (1H),OneHanded; Dagger,Weapon
spiders-bite,Spider's Bite,UZU002,Common,Uzuri Blitz Deck,,Assassin Weapon - Dagger (1H),OneHanded; Dagger,Weapon
spiders-bite,Spider's Bite,ARA002,Common,Arakni Blitz Deck,,Assassin Weapon - Dagger (1H),OneHanded; Dagger,Weapon
spiders-bite,Spider's Bite,DYN115,Rare,Dynasty,,Assassin Weapon - Dagger (1H),OneHanded; Dagger,Weapon
spiders-bite,Spider's Bite,DYN116,Rare,Dynasty,,Assassin Weapon - Dagger (1H),OneHanded; Dagger,Weapon
spiders-bite,Spider's Bite,LGS111,Promo,Promos,,Assassin Weapon - Dagger (1H),OneHanded; Dagger,Weapon
spike-pit-trap-blue,Spike Pit Trap (Blue),OUT104,Majestic,Outsiders,3,Ranger Defense Reaction - Trap,Trap,DefenseReaction
spike-with-bloodrot-red,Spike with Bloodrot (Red),SAR020,Rare,Arakni Silver Age Deck,1,Assassin Attack Reaction,,AttackReaction
spike-with-bloodrot-red,Spike with Bloodrot (Red),AAC020,Rare,Armory Deck Arakni,1,Assassin Attack Reaction,,AttackReaction
spike-with-bloodrot-red,Spike with Bloodrot (Red),OUT021,Rare,Outsiders,1,Assassin Attack Reaction,,AttackReaction
spike-with-bloodrot-red,Spike with Bloodrot (Red),ARA018,Rare,Arakni Blitz Deck,1,Assassin Attack Reaction,,AttackReaction
spike-with-bloodrot-red,Spike with Bloodrot (Red),LGS130,Promo,Promos,1,Assassin Attack Reaction,,AttackReaction
spike-with-bloodrot-red,Spike with Bloodrot (Red),FAB324,Promo,Promos,1,Assassin Attack Reaction,,AttackReaction
spike-with-frailty-red,Spike with Frailty (Red),OUT022,Rare,Outsiders,1,Assassin Attack Reaction,,AttackReaction
spike-with-frailty-red,Spike with Frailty (Red),LGS131,Promo,Promos,1,Assassin Attack Reaction,,AttackReaction
spike-with-inertia-red,Spike with Inertia (Red),OUT023,Rare,Outsiders,1,Assassin Attack Reaction,,AttackReaction
spike-with-inertia-red,Spike with Inertia (Red),LGS132,Promo,Promos,1,Assassin Attack Reaction,,AttackReaction
spill-blood-red,Spill Blood (Red),MON109,Majestic,Monarch,1,Warrior Action,NonAttack,Action
spillover-blue,Spillover (Blue),MST089,Common,Part The Mistveil,3,Mystic Action - Attack,Attack,Action
spillover-blue,Spillover (Blue),ENG014,Common,Enigma Blitz Deck,3,Mystic Action - Attack,Attack,Action
spinal-crush-red,Spinal Crush (Red),APS010,Majestic,Armory Deck Pleiades,1,Guardian Action - Attack,Attack,Action
spinal-crush-red,Spinal Crush (Red),1HP053,Majestic,History Pack 1,1,Guardian Action - Attack,Attack,Action
spinal-crush-red,Spinal Crush (Red),WTR044,Majestic,Welcome To Rathe,1,Guardian Action - Attack,Attack,Action
spinning-wheel-kick-red,Spinning Wheel Kick (Red),OUT062,Rare,Outsiders,1,Ninja Action - Attack,Attack,Action
spinning-wheel-kick-red,Spinning Wheel Kick (Red),LGS141,Promo,Promos,1,Ninja Action - Attack,Attack,Action
spinning-wheel-kick-yellow,Spinning Wheel Kick (Yellow),OUT063,Rare,Outsiders,2,Ninja Action - Attack,Attack,Action
spinning-wheel-kick-yellow,Spinning Wheel Kick (Yellow),LGS142,Promo,Promos,2,Ninja Action - Attack,Attack,Action
spinning-wheel-kick-blue,Spinning Wheel Kick (Blue),OUT064,Rare,Outsiders,3,Ninja Action - Attack,Attack,Action
spinning-wheel-kick-blue,Spinning Wheel Kick (Blue),LGS143,Promo,Promos,3,Ninja Action - Attack,Attack,Action
spire-sniping-red,Spire Sniping (Red),OUT130,Common,Outsiders,1,Ranger Action - Arrow Attack,Arrow; Attack,Action
spire-sniping-red,Spire Sniping (Red),AZL014,Common,Azalea Blitz Deck,1,Ranger Action - Arrow Attack,Arrow; Attack,Action
spire-sniping-yellow,Spire Sniping (Yellow),SAZ031,Common,Azalea Silver Age Deck,2,Ranger Action - Arrow Attack,Arrow; Attack,Action
